ALARM_ID,VEHICLE_ID,PLATE_COLOR_ID,ALARMID
1.51207E+21,10292160,2,1512072594000102921602_10292160_2
1.51207E+21,10292160,2,1512072631000102921602_10292160_2
1.51207E+21,10292160,2,1512072024000102921602_10292160_2
1.51207E+21,10292160,2,1512072624000102921602_10292160_2
1.51207E+21,10292160,2,1512072661000102921602_10292160_2
1.51207E+21,10292160,2,1512072084000102921602_10292160_2
1.51207E+21,10292160,2,1512072054000102921602_10292160_2
1.51207E+21,10292160,2,1512072691000102921602_10292160_2
1.51207E+21,10292121,2,1512072718000102921212_10292121_2
1.51207E+21,10292121,2,1512072151000102921212_10292121_2
1.51207E+21,10292121,2,1512072135000102921212_10292121_2
1.51207E+21,10292121,2,1512072742000102921212_10292121_2
1.51207E+21,10292160,2,1512072721000102921602_10292160_2
1.51207E+21,10292121,2,1512072238000102921212_10292121_2
1.51207E+21,10292160,2,1512072174000102921602_10292160_2
1.51207E+21,10292121,2,1512072208000102921212_10292121_2
1.51207E+21,10292121,2,1512072763000102921212_10292121_2
1.51207E+21,10292160,2,1512072750000102921602_10292160_2
1.51207E+21,10292160,2,1512072780000102921602_10292160_2
1.51207E+21,10292160,2,1512072234000102921602_10292160_2
1.51207E+21,10292121,2,1512072793000102921212_10292121_2
1.51207E+21,10292160,2,1512072294000102921602_10292160_2
1.51207E+21,10292160,2,1512072795000102921602_10292160_2
1.51207E+21,10292121,2,1512072823000102921212_10292121_2
1.51207E+21,10292121,2,1512072268000102921212_10292121_2
1.51207E+21,10292160,2,1512072264000102921602_10292160_2
1.51207E+21,10292160,2,1512072806000102921602_10292160_2
1.51207E+21,10292121,2,1512072841000102921212_10292121_2
1.51207E+21,10292121,2,1512073785000102921212_10292121_2
1.51207E+21,10292160,2,1512073163000102921602_10292160_2
1.51207E+21,10292121,2,1512073185000102921212_10292121_2
1.51207E+21,10292121,2,1512073695000102921212_10292121_2
1.51207E+21,10292160,2,1512073776000102921602_10292160_2
1.51207E+21,10292160,2,1512073806000102921602_10292160_2
1.51207E+21,10292121,2,1512073725000102921212_10292121_2
1.51207E+21,10292121,2,1512073815000102921212_10292121_2
1.51207E+21,10292121,2,1512073755000102921212_10292121_2
1.51207E+21,10292121,2,1512073365000102921212_10292121_2
1.51207E+21,10292160,2,1512073343000102921602_10292160_2
1.51207E+21,10292160,2,1512073369000102921602_10292160_2
1.51207E+21,10292160,2,1512073836000102921602_10292160_2
1.51207E+21,10292160,2,1512073253000102921602_10292160_2
1.51207E+21,10292121,2,1512073275000102921212_10292121_2
1.51207E+21,10292160,2,1512073404000102921602_10292160_2
1.51207E+21,10292121,2,1512073875000102921212_10292121_2
1.51207E+21,10292160,2,1512073854000102921602_10292160_2
1.51207E+21,10292160,2,1512073313000102921602_10292160_2
1.51207E+21,10292121,2,1512073845000102921212_10292121_2
1.51207E+21,10292160,2,1512073438000102921602_10292160_2
1.51207E+21,10292121,2,1512073335000102921212_10292121_2
1.51207E+21,10292160,2,1512073362000102921602_10292160_2
1.51207E+21,10292121,2,1512073485000102921212_10292121_2
1.51207E+21,10292160,2,1512073468000102921602_10292160_2
1.51207E+21,10292121,2,1512073395000102921212_10292121_2
1.51207E+21,10292160,2,1512073374000102921602_10292160_2
1.51207E+21,10292121,2,1512073005000102921212_10292121_2
1.51207E+21,10292160,2,1512072993000102921602_10292160_2
1.51207E+21,10292160,2,1512073489000102921602_10292160_2
1.51207E+21,10292121,2,1512073515000102921212_10292121_2
1.51207E+21,10292121,2,1512073425000102921212_10292121_2
1.51207E+21,10292121,2,1512073455000102921212_10292121_2
1.51207E+21,10292121,2,1512073065000102921212_10292121_2
1.51207E+21,10292160,2,1512073522000102921602_10292160_2
1.51207E+21,10292121,2,1512073545000102921212_10292121_2
1.51207E+21,10292160,2,1512073128000102921602_10292160_2
1.51207E+21,10292121,2,1512073155000102921212_10292121_2
1.51207E+21,10292160,2,1512073552000102921602_10292160_2
1.51207E+21,10292121,2,1512073575000102921212_10292121_2
1.51207E+21,10292121,2,1512072975000102921212_10292121_2
1.51207E+21,10292160,2,1512072963000102921602_10292160_2
1.51207E+21,10292121,2,1512073245000102921212_10292121_2
1.51207E+21,10292160,2,1512073283000102921602_10292160_2
1.51207E+21,10292121,2,1512073305000102921212_10292121_2
1.51207E+21,10292121,2,1512073035000102921212_10292121_2
1.51207E+21,10292160,2,1512073023000102921602_10292160_2
1.51207E+21,10292160,2,1512073068000102921602_10292160_2
1.51207E+21,10292160,2,1512073632000102921602_10292160_2
1.51207E+21,10292160,2,1512073672000102921602_10292160_2
1.51207E+21,10292160,2,1512073677000102921602_10292160_2
1.51207E+21,10292160,2,1512073056000102921602_10292160_2
1.51207E+21,10292160,2,1512073582000102921602_10292160_2
1.51207E+21,10292121,2,1512073605000102921212_10292121_2
1.51207E+21,10292160,2,1512073687000102921602_10292160_2
1.51207E+21,10292160,2,1512073703000102921602_10292160_2
1.51207E+21,10292121,2,1512073095000102921212_10292121_2
1.51207E+21,10292160,2,1512073606000102921602_10292160_2
1.51207E+21,10292121,2,1512073635000102921212_10292121_2
1.51207E+21,10292121,2,1512073215000102921212_10292121_2
1.51207E+21,10292160,2,1512073193000102921602_10292160_2
1.51207E+21,10292160,2,1512073098000102921602_10292160_2
1.51207E+21,10292121,2,1512073125000102921212_10292121_2
1.51207E+21,10292160,2,1512073627000102921602_10292160_2
1.51207E+21,10292160,2,1512073642000102921602_10292160_2
1.51207E+21,10292121,2,1512073665000102921212_10292121_2
1.51207E+21,10292160,2,1512073223000102921602_10292160_2
1.51207E+21,10292160,2,1512073733000102921602_10292160_2
1.51207E+21,10292160,2,1512073749000102921602_10292160_2
1.51207E+21,10292121,2,1512074865000102921212_10292121_2
1.51207E+21,10292160,2,1512074846000102921602_10292160_2
1.51207E+21,10292160,2,1512074540000102921602_10292160_2
1.51207E+21,10292121,2,1512074235000102921212_10292121_2
1.51207E+21,10292121,2,1512074565000102921212_10292121_2
1.51207E+21,10292160,2,1512074565000102921602_10292160_2
1.51207E+21,10292121,2,1512074295000102921212_10292121_2
1.51207E+21,10292121,2,1512074895000102921212_10292121_2
1.51207E+21,10292160,2,1512074876000102921602_10292160_2
1.51207E+21,10292160,2,1512074222000102921602_10292160_2
1.51207E+21,10292121,2,1512074595000102921212_10292121_2
1.51207E+21,10292160,2,1512074570000102921602_10292160_2
1.51207E+21,10292160,2,1512074292000102921602_10292160_2
1.51207E+21,10292121,2,1512074415000102921212_10292121_2
1.51207E+21,10292121,2,1512074265000102921212_10292121_2
1.51207E+21,10292160,2,1512074245000102921602_10292160_2
1.51207E+21,10292121,2,1512074625000102921212_10292121_2
1.51207E+21,10292160,2,1512074611000102921602_10292160_2
1.51207E+21,10292160,2,1512074621000102921602_10292160_2
1.51207E+21,10292160,2,1512074421000102921602_10292160_2
1.51207E+21,10292121,2,1512074925000102921212_10292121_2
1.51207E+21,10292160,2,1512074906000102921602_10292160_2
1.51207E+21,10292121,2,1512074655000102921212_10292121_2
1.51207E+21,10292121,2,1512074475000102921212_10292121_2
1.51207E+21,10292121,2,1512073905000102921212_10292121_2
1.51207E+21,10292160,2,1512073884000102921602_10292160_2
1.51207E+21,10292160,2,1512073902000102921602_10292160_2
1.51207E+21,10292121,2,1512074325000102921212_10292121_2
1.51207E+21,10292160,2,1512074643000102921602_10292160_2
1.51207E+21,10292121,2,1512074505000102921212_10292121_2
1.51207E+21,10292121,2,1512073965000102921212_10292121_2
1.51207E+21,10292121,2,1512074685000102921212_10292121_2
1.51207E+21,10292160,2,1512074547000102921602_10292160_2
1.51207E+21,10292121,2,1512073995000102921212_10292121_2
1.51207E+21,10292160,2,1512074322000102921602_10292160_2
1.51207E+21,10292121,2,1512074715000102921212_10292121_2
1.51207E+21,10292160,2,1512074704000102921602_10292160_2
1.51207E+21,10292160,2,1512074558000102921602_10292160_2
1.51207E+21,10292160,2,1512074592000102921602_10292160_2
1.51207E+21,10292121,2,1512073935000102921212_10292121_2
1.51207E+21,10292121,2,1512074355000102921212_10292121_2
1.51207E+21,10292160,2,1512074711000102921602_10292160_2
1.51207E+21,10292121,2,1512074745000102921212_10292121_2
1.51207E+21,10292160,2,1512074673000102921602_10292160_2
1.51207E+21,10292160,2,1512074352000102921602_10292160_2
1.51207E+21,10292121,2,1512074385000102921212_10292121_2
1.51207E+21,10292121,2,1512074025000102921212_10292121_2
1.51207E+21,10292160,2,1512073932000102921602_10292160_2
1.51207E+21,10292160,2,1512073962000102921602_10292160_2
1.51207E+21,10292160,2,1512074741000102921602_10292160_2
1.51207E+21,10292160,2,1512074381000102921602_10292160_2
1.51207E+21,10292160,2,1512073991000102921602_10292160_2
1.51207E+21,10292160,2,1512074759000102921602_10292160_2
1.51207E+21,10292121,2,1512074775000102921212_10292121_2
1.51207E+21,10292121,2,1512074085000102921212_10292121_2
1.51207E+21,10292160,2,1512074411000102921602_10292160_2
1.51207E+21,10292121,2,1512074445000102921212_10292121_2
1.51207E+21,10292121,2,1512074055000102921212_10292121_2
1.51207E+21,10292160,2,1512074066000102921602_10292160_2
1.51207E+21,10292160,2,1512074434000102921602_10292160_2
1.51207E+21,10292160,2,1512074121000102921602_10292160_2
1.51207E+21,10292121,2,1512074805000102921212_10292121_2
1.51207E+21,10292160,2,1512074786000102921602_10292160_2
1.51207E+21,10292160,2,1512074091000102921602_10292160_2
1.51207E+21,10292121,2,1512074115000102921212_10292121_2
1.51207E+21,10292160,2,1512074494000102921602_10292160_2
1.51207E+21,10292121,2,1512074175000102921212_10292121_2
1.51207E+21,10292121,2,1512074835000102921212_10292121_2
1.51207E+21,10292160,2,1512074816000102921602_10292160_2
1.51207E+21,10292121,2,1512074145000102921212_10292121_2
1.51207E+21,10292160,2,1512074140000102921602_10292160_2
1.51207E+21,10292160,2,1512074153000102921602_10292160_2
1.51207E+21,10292160,2,1512074510000102921602_10292160_2
1.51207E+21,10292121,2,1512074535000102921212_10292121_2
1.51207E+21,10292160,2,1512074158000102921602_10292160_2
1.51207E+21,10292121,2,1512074205000102921212_10292121_2
1.51207E+21,10292160,2,1512074188000102921602_10292160_2
1.51208E+21,10292121,2,1512075855000102921212_10292121_2
1.51208E+21,10292160,2,1512075836000102921602_10292160_2
1.51208E+21,10292121,2,1512075135000102921212_10292121_2
1.51208E+21,10292121,2,1512075525000102921212_10292121_2
1.51208E+21,10292160,2,1512075506000102921602_10292160_2
1.51208E+21,10292121,2,1512075375000102921212_10292121_2
1.51208E+21,10292121,2,1512075885000102921212_10292121_2
1.51208E+21,10292160,2,1512075536000102921602_10292160_2
1.51208E+21,10292121,2,1512075435000102921212_10292121_2
1.51208E+21,10292160,2,1512075866000102921602_10292160_2
1.51208E+21,10292121,2,1512075165000102921212_10292121_2
1.51208E+21,10292160,2,1512075566000102921602_10292160_2
1.51208E+21,10292121,2,1512075495000102921212_10292121_2
1.51208E+21,10292121,2,1512075915000102921212_10292121_2
1.51208E+21,10292160,2,1512075896000102921602_10292160_2
1.51208E+21,10292160,2,1512075596000102921602_10292160_2
1.51208E+21,10292121,2,1512075555000102921212_10292121_2
1.51208E+21,10292121,2,1512075645000102921212_10292121_2
1.51208E+21,10292121,2,1512075945000102921212_10292121_2
1.51208E+21,10292160,2,1512075926000102921602_10292160_2
1.51208E+21,10292160,2,1512075626000102921602_10292160_2
1.51208E+21,10292160,2,1512075656000102921602_10292160_2
1.51207E+21,10292121,2,1512074955000102921212_10292121_2
1.51208E+21,10292121,2,1512075255000102921212_10292121_2
1.51208E+21,10292121,2,1512075705000102921212_10292121_2
1.51208E+21,10292160,2,1512075686000102921602_10292160_2
1.51208E+21,10292121,2,1512075015000102921212_10292121_2
1.51207E+21,10292160,2,1512074996000102921602_10292160_2
1.51208E+21,10292121,2,1512075585000102921212_10292121_2
1.51208E+21,10292121,2,1512075615000102921212_10292121_2
1.51208E+21,10292121,2,1512075735000102921212_10292121_2
1.51208E+21,10292160,2,1512075716000102921602_10292160_2
1.51207E+21,10292121,2,1512074985000102921212_10292121_2
1.51208E+21,10292121,2,1512075315000102921212_10292121_2
1.51208E+21,10292160,2,1512075296000102921602_10292160_2
1.51208E+21,10292121,2,1512075675000102921212_10292121_2
1.51207E+21,10292160,2,1512074936000102921602_10292160_2
1.51208E+21,10292121,2,1512075345000102921212_10292121_2
1.51207E+21,10292160,2,1512074966000102921602_10292160_2
1.51208E+21,10292121,2,1512075765000102921212_10292121_2
1.51208E+21,10292160,2,1512075746000102921602_10292160_2
1.51208E+21,10292121,2,1512075045000102921212_10292121_2
1.51208E+21,10292121,2,1512075075000102921212_10292121_2
1.51208E+21,10292121,2,1512075795000102921212_10292121_2
1.51208E+21,10292160,2,1512075776000102921602_10292160_2
1.51208E+21,10292121,2,1512075405000102921212_10292121_2
1.51208E+21,10292121,2,1512075195000102921212_10292121_2
1.51208E+21,10292121,2,1512075225000102921212_10292121_2
1.51208E+21,10292121,2,1512075825000102921212_10292121_2
1.51208E+21,10292160,2,1512075806000102921602_10292160_2
1.51208E+21,10292121,2,1512075105000102921212_10292121_2
1.51208E+21,10292121,2,1512075465000102921212_10292121_2
1.51208E+21,10292121,2,1512075285000102921212_10292121_2
1.51208E+21,10292160,2,1512076916000102921602_10292160_2
1.51208E+21,10292121,2,1512076335000102921212_10292121_2
1.51208E+21,10292121,2,1512076365000102921212_10292121_2
1.51208E+21,10292121,2,1512076425000102921212_10292121_2
1.51208E+21,10292121,2,1512076965000102921212_10292121_2
1.51208E+21,10292160,2,1512076946000102921602_10292160_2
1.51208E+21,10292121,2,1512076995000102921212_10292121_2
1.51208E+21,10292121,2,1512076455000102921212_10292121_2
1.51208E+21,10292160,2,1512076436000102921602_10292160_2
