Report,17:17:00,00001013,00080000
Send,7E 02 00 00 2D 01 78 80 00 00 09 00 9F 00 08 00 00 00 00 10 13 01 D1 67 F2 06 D2 07 FF 00 4C 00 00 00 40 17 11 13 17 17 00 01 04 00 00 00 2D 02 02 00 00 03 02 00 00 31 01 11 33 7E
Recv,80 01 00 05 01 78 80 00 00 09 00 9E 00 9F 02 00 00 77
Alarm,17:17:25,00001013,00080100
Send,7E 02 00 00 2D 01 78 80 00 00 09 00 A0 00 08 01 00 00 00 10 13 01 D1 67 E6 06 D2 07 DA 00 4A 00 00 00 40 17 11 13 17 17 25 01 04 00 00 00 2D 02 02 00 00 03 02 00 00 31 01 0F 01 7E
Recv,80 01 00 05 01 78 80 00 00 09 00 9F 00 A0 02 00 00 49
Report,17:17:30,00001012,00080100
Report,17:17:30,00001012,00080100
